Symbol,Signal_Date,Mode,Entry,Target,Stop_Loss,Outcome,Gross_Return_%,Net_Return_%,Hold_Days
360ONE,2021-03-08,swing,259.63,333.7,243.92,LOSS,-6.05,-6.35,90
360ONE,2021-04-09,swing,281.54,382.82,265.29,LOSS,-5.77,-6.07,90
360ONE,2021-06-11,swing,257.13,291.18,242.31,LOSS,-5.76,-6.06,90
360ONE,2021-07-12,swing,265.56,312.25,251.92,WIN,17.58,17.28,90
360ONE,2021-08-11,swing,351.85,523.52,324.74,LOSS,-7.7,-8.0,90
360ONE,2021-09-13,swing,375.23,568.58,352.17,LOSS,-6.15,-6.45,90
360ONE,2021-10-12,swing,353.88,462.9,334.23,LOSS,-5.55,-5.85,90
360ONE,2021-11-12,swing,362.37,411.41,337.84,LOSS,-6.77,-7.07,90
360ONE,2022-01-12,swing,357.26,433.88,338.32,LOSS,-5.3,-5.6,90
360ONE,2022-02-11,swing,379.79,490.22,358.57,LOSS,-5.59,-5.89,90
360ONE,2022-04-18,swing,406.42,520.97,381.92,LOSS,-6.03,-6.33,90
360ONE,2022-09-16,swing,395.87,533.72,378.31,OPEN,13.46,13.16,90
360ONE,2022-10-18,swing,436.68,542.01,413.14,LOSS,-5.39,-5.69,90
360ONE,2022-12-19,swing,431.77,482.4,410.1,LOSS,-5.02,-5.32,90
360ONE,2023-01-17,swing,428.84,468.73,408.89,LOSS,-4.65,-4.95,90
360ONE,2023-02-16,swing,434.58,476.37,413.68,LOSS,-4.81,-5.11,90
360ONE,2023-08-23,swing,489.3,623.99,469.29,LOSS,-4.09,-4.39,90
360ONE,2023-09-22,swing,496.51,602.79,467.6,WIN,21.41,21.11,90
360ONE,2023-10-25,swing,512.68,592.35,488.42,LOSS,-4.73,-5.03,90
360ONE,2023-11-24,swing,523.74,619.99,499.41,WIN,18.38,18.08,90
360ONE,2023-12-27,swing,631.53,865.87,595.51,LOSS,-5.7,-6.0,90
360ONE,2024-02-27,swing,751.37,1046.37,710.44,LOSS,-5.45,-5.75,90
360ONE,2024-05-03,swing,759.11,1011.83,702.02,LOSS,-7.52,-7.82,90
360ONE,2024-06-04,swing,764.89,959.88,720.86,LOSS,-5.76,-6.06,90
360ONE,2024-07-04,swing,924.94,1263.94,860.9,LOSS,-6.92,-7.22,90
360ONE,2024-08-05,swing,1035.91,1514.66,962.06,LOSS,-7.13,-7.43,90
360ONE,2024-09-04,swing,1076.71,1543.27,1018.9,LOSS,-5.37,-5.67,90
360ONE,2024-11-04,swing,1058.48,1237.14,987.94,LOSS,-6.66,-6.96,90
360ONE,2024-12-05,swing,1109.4,1364.46,1047.08,LOSS,-5.62,-5.92,90
360ONE,2025-01-06,swing,1275.31,1710.95,1206.49,LOSS,-5.4,-5.7,90
360ONE,2025-07-09,swing,1207.22,1734.72,1131.91,LOSS,-6.24,-6.54,90
360ONE,2025-12-10,swing,1111.45,1292.15,1058.36,LOSS,-4.78,-5.08,90
360ONE,2026-01-09,swing,1176.07,1351.31,1126.76,LOSS,-4.19,-4.49,90
360ONE,2026-02-11,swing,1155.69,1300.35,1095.0,LOSS,-5.25,-5.55,90
3MINDIA,2020-12-29,swing,19840.05,24195.31,18903.74,LOSS,-4.72,-5.02,90
3MINDIA,2021-02-26,swing,20773.47,25353.22,19839.02,WIN,22.05,21.75,90
3MINDIA,2021-03-31,swing,27613.39,42453.02,26042.42,LOSS,-5.69,-5.99,90
3MINDIA,2023-02-08,swing,22044.81,24058.22,21290.09,LOSS,-3.42,-3.72,90
3MINDIA,2023-04-13,swing,22171.73,24305.79,21266.42,WIN,9.63,9.33,90
3MINDIA,2023-05-16,swing,22365.75,24790.84,21596.13,WIN,10.84,10.54,90
3MINDIA,2023-06-14,swing,25940.62,33396.82,24993.03,OPEN,9.14,8.84,90
3MINDIA,2023-07-14,swing,27765.76,37219.13,26769.31,LOSS,-3.59,-3.89,90
3MINDIA,2023-08-14,swing,28469.54,36645.54,27076.59,OPEN,23.48,23.18,90
3MINDIA,2023-09-13,swing,30640.21,38128.63,29338.3,LOSS,-4.25,-4.55,90
3MINDIA,2023-10-16,swing,29770.31,35548.78,28590.28,LOSS,-3.96,-4.26,90
3MINDIA,2023-11-16,swing,30090.9,33153.45,29101.85,LOSS,-3.29,-3.59,90
3MINDIA,2023-12-18,swing,30134.81,33066.21,29224.72,WIN,9.73,9.43,90
3MINDIA,2024-01-17,swing,33170.36,40655.09,31572.79,LOSS,-4.82,-5.12,90
3MINDIA,2024-06-26,swing,36578.38,49973.74,34879.15,LOSS,-4.65,-4.95,90
3MINDIA,2024-07-26,swing,37101.88,51282.49,35407.31,LOSS,-4.57,-4.87,90
3MINDIA,2025-12-02,swing,34815.0,43785.0,33685.89,LOSS,-3.24,-3.54,90
3MINDIA,2026-01-01,swing,35115.0,44392.5,33909.01,LOSS,-3.43,-3.73,90
ABB,2021-01-28,swing,1353.11,2103.05,1290.87,LOSS,-4.6,-4.9,90
ABB,2021-02-26,swing,1498.38,2058.91,1404.08,LOSS,-6.29,-6.59,90
ABB,2021-06-03,swing,1662.91,2243.58,1578.12,LOSS,-5.1,-5.4,90
ABB,2021-07-02,swing,1754.0,2471.3,1667.61,LOSS,-4.93,-5.23,90
ABB,2021-09-02,swing,1841.52,2203.45,1745.28,WIN,19.65,19.35,90
ABB,2021-10-04,swing,1817.75,2144.04,1735.5,WIN,17.95,17.65,90
ABB,2021-11-03,swing,2016.8,2630.21,1902.6,LOSS,-5.66,-5.96,90
ABB,2021-12-06,swing,2032.4,2439.8,1897.92,LOSS,-6.62,-6.92,90
ABB,2022-01-04,swing,2156.63,2741.3,2028.41,LOSS,-5.95,-6.25,90
ABB,2022-02-03,swing,2245.86,2688.4,2093.68,LOSS,-6.78,-7.08,90
ABB,2022-04-06,swing,2158.69,2478.81,2043.2,LOSS,-5.35,-5.65,90
ABB,2022-05-10,swing,2260.29,2732.83,2130.95,LOSS,-5.72,-6.02,90
ABB,2022-06-08,swing,2305.29,2845.32,2172.15,LOSS,-5.78,-6.08,90
ABB,2022-07-07,swing,2467.43,3206.41,2339.81,WIN,29.95,29.65,90
ABB,2022-08-05,swing,2615.8,3343.97,2486.8,WIN,27.84,27.54,90
ABB,2022-09-08,swing,3245.11,4917.24,3088.29,LOSS,-4.83,-5.13,90
ABB,2022-10-10,swing,3231.19,4341.83,3066.13,LOSS,-5.11,-5.41,90
ABB,2023-04-13,swing,3140.46,3749.89,3015.31,WIN,19.41,19.11,90
ABB,2023-05-16,swing,3785.65,4939.07,3660.95,OPEN,8.74,8.44,90
ABB,2023-06-14,swing,4241.59,5967.17,4094.29,LOSS,-3.47,-3.77,90
ABB,2023-07-14,swing,4327.51,6181.96,4183.75,LOSS,-3.32,-3.62,90
ABB,2023-08-14,swing,4444.7,5379.95,4276.07,LOSS,-3.79,-4.09,90
ABB,2023-09-13,swing,4327.69,4668.78,4157.15,LOSS,-3.94,-4.24,90
ABB,2023-11-16,swing,4187.0,4671.15,4037.24,WIN,11.56,11.26,90
ABB,2023-12-18,swing,4753.59,6087.62,4569.75,LOSS,-3.87,-4.17,90
ABB,2024-01-17,swing,4728.22,6024.2,4550.55,LOSS,-3.76,-4.06,90
ABB,2024-03-20,swing,5533.71,7392.44,5275.63,WIN,33.59,33.29,90
ABB,2024-04-24,swing,6201.12,9060.95,5917.35,OPEN,21.71,21.41,90
ABB,2024-05-27,swing,8309.81,12964.16,7965.48,LOSS,-4.14,-4.44,90
ABB,2024-06-26,swing,8287.56,11974.16,7799.01,LOSS,-5.89,-6.19,90
ABB,2024-09-25,swing,7981.23,8903.96,7657.68,LOSS,-4.05,-4.35,90
ACC,2020-11-26,swing,1579.41,2093.29,1514.13,LOSS,-4.13,-4.43,90
ACC,2021-02-26,swing,1708.91,2045.19,1629.46,LOSS,-4.65,-4.95,90
ACC,2021-03-31,swing,1791.45,2196.18,1705.01,LOSS,-4.83,-5.13,90
ACC,2021-05-04,swing,1814.35,2120.78,1730.15,WIN,16.89,16.59,90
ACC,2021-06-03,swing,1909.08,2314.06,1844.21,WIN,21.21,20.91,90
ACC,2021-07-02,swing,1908.03,2170.57,1850.77,WIN,13.76,13.46,90
ACC,2021-08-03,swing,2317.16,3101.78,2238.07,LOSS,-3.41,-3.71,90
ACC,2021-09-02,swing,2317.21,2949.98,2236.93,LOSS,-3.46,-3.76,90
ACC,2021-11-03,swing,2286.57,2557.22,2190.82,LOSS,-4.19,-4.49,90
ACC,2022-11-10,swing,2395.47,2718.34,2298.5,LOSS,-4.05,-4.35,90
ACC,2022-12-09,swing,2575.15,3167.55,2496.01,LOSS,-3.07,-3.37,90
ACC,2023-12-18,swing,2184.55,2772.71,2103.98,LOSS,-3.69,-3.99,90
ACC,2024-01-17,swing,2265.61,2975.38,2184.51,LOSS,-3.58,-3.88,90
ACC,2024-02-19,swing,2686.21,4026.87,2571.9,LOSS,-4.26,-4.56,90
ACC,2024-05-27,swing,2576.46,2945.41,2478.19,LOSS,-3.81,-4.11,90
ACC,2024-06-26,swing,2544.65,2981.56,2426.1,LOSS,-4.66,-4.96,90
AIAENG,2020-08-28,swing,1802.13,2174.41,1713.13,LOSS,-4.94,-5.24,90
AIAENG,2020-11-26,swing,1886.05,2275.36,1803.11,LOSS,-4.4,-4.7,90
AIAENG,2020-12-29,swing,2018.1,2605.48,1911.34,LOSS,-5.29,-5.59,90
AIAENG,2021-03-31,swing,1933.54,2190.07,1846.66,LOSS,-4.49,-4.79,90
AIAENG,2022-08-05,swing,2403.42,3396.76,2286.77,OPEN,11.8,11.5,90
AIAENG,2022-09-08,swing,2474.86,3169.35,2344.11,LOSS,-5.28,-5.58,90
AIAENG,2022-10-10,swing,2493.37,2891.2,2359.72,LOSS,-5.36,-5.66,90
AIAENG,2022-11-10,swing,2604.58,2894.06,2492.19,LOSS,-4.32,-4.62,90
AIAENG,2022-12-09,swing,2796.04,3372.71,2666.31,LOSS,-4.64,-4.94,90
AIAENG,2023-02-08,swing,2754.63,3311.53,2625.79,LOSS,-4.68,-4.98,90
AIAENG,2023-03-10,swing,2716.97,3217.38,2611.21,LOSS,-3.89,-4.19,90
AIAENG,2023-04-13,swing,2868.74,3596.82,2758.09,LOSS,-3.86,-4.16,90
AIAENG,2023-06-14,swing,3216.47,4058.72,3089.15,LOSS,-3.96,-4.26,90
AIAENG,2023-07-14,swing,3317.41,4311.06,3182.78,OPEN,5.82,5.52,90
AIAENG,2023-08-14,swing,3554.42,4755.16,3410.07,LOSS,-4.06,-4.36,90
AIAENG,2023-09-13,swing,3651.28,4484.0,3513.43,LOSS,-3.78,-4.08,90
AIAENG,2023-11-16,swing,3554.08,3890.73,3385.76,LOSS,-4.74,-5.04,90
AIAENG,2023-12-18,swing,3568.9,3914.85,3436.78,LOSS,-3.7,-4.0,90
AIAENG,2024-01-17,swing,3683.8,4142.24,3549.99,WIN,12.44,12.14,90
AIAENG,2024-02-19,swing,3826.45,4473.29,3559.57,LOSS,-6.97,-7.27,90
AIAENG,2024-04-24,swing,3809.89,4147.74,3650.44,LOSS,-4.19,-4.49,90
AIAENG,2024-06-26,swing,4171.58,5004.97,3998.53,LOSS,-4.15,-4.45,90
AIAENG,2024-08-27,swing,4427.1,5624.8,4205.04,LOSS,-5.02,-5.32,90
AIAENG,2024-09-25,swing,4393.42,4729.82,4229.01,LOSS,-3.74,-4.04,90
AIAENG,2026-01-01,swing,4017.5,5283.95,3812.19,LOSS,-5.11,-5.41,90
AIAENG,2026-02-03,swing,4016.2,5156.2,3786.13,LOSS,-5.73,-6.03,90
APLAPOLLO,2020-02-25,swing,200.49,271.09,189.99,LOSS,-5.24,-5.54,90
APLAPOLLO,2020-07-30,swing,181.78,276.98,171.3,WIN,52.37,52.07,90
APLAPOLLO,2020-08-28,swing,241.56,377.98,228.96,WIN,56.47,56.17,90
APLAPOLLO,2020-10-28,swing,303.44,464.04,285.69,WIN,52.93,52.63,90
APLAPOLLO,2020-11-26,swing,317.66,442.22,304.97,WIN,39.21,38.91,90
APLAPOLLO,2020-12-29,swing,398.89,598.62,373.92,WIN,50.07,49.77,90
APLAPOLLO,2021-01-28,swing,463.38,698.1,435.72,WIN,50.65,50.35,90
APLAPOLLO,2021-02-26,swing,524.14,790.34,495.87,LOSS,-5.39,-5.69,90
APLAPOLLO,2021-03-31,swing,687.55,1082.82,632.94,LOSS,-7.94,-8.24,90
APLAPOLLO,2021-05-04,swing,668.76,985.58,622.33,LOSS,-6.94,-7.24,90
APLAPOLLO,2021-07-02,swing,810.11,1148.6,763.97,LOSS,-5.7,-6.0,90
APLAPOLLO,2021-08-03,swing,874.65,1302.42,819.25,LOSS,-6.33,-6.63,90
APLAPOLLO,2021-09-02,swing,826.95,1054.59,776.75,LOSS,-6.07,-6.37,90
APLAPOLLO,2021-12-06,swing,912.74,1156.58,856.56,LOSS,-6.16,-6.46,90
APLAPOLLO,2022-01-04,swing,936.22,1215.27,873.52,LOSS,-6.7,-7.0,90
APLAPOLLO,2022-06-08,swing,957.82,1195.0,893.83,LOSS,-6.68,-6.98,90
APLAPOLLO,2022-10-10,swing,1136.43,1569.16,1068.48,LOSS,-5.98,-6.28,90
APLAPOLLO,2022-12-09,swing,1137.91,1333.66,1082.15,LOSS,-4.9,-5.2,90
APLAPOLLO,2023-01-09,swing,1108.12,1229.75,1047.31,LOSS,-5.49,-5.79,90
APLAPOLLO,2023-02-08,swing,1167.65,1377.65,1112.57,LOSS,-4.72,-5.02,90
APLAPOLLO,2023-03-10,swing,1198.29,1454.23,1130.53,LOSS,-5.65,-5.95,90
APLAPOLLO,2023-06-14,swing,1280.48,1578.97,1231.97,WIN,23.31,23.01,90
APLAPOLLO,2023-08-14,swing,1535.94,2217.6,1458.25,OPEN,2.29,1.99,90
APLAPOLLO,2023-09-13,swing,1612.16,2092.52,1517.74,LOSS,-5.86,-6.16,90
APLAPOLLO,2023-10-16,swing,1699.67,2175.08,1620.88,LOSS,-4.64,-4.94,90
APLAPOLLO,2023-11-16,swing,1650.18,1852.25,1568.96,LOSS,-4.92,-5.22,90
APLAPOLLO,2025-06-02,swing,1805.4,2461.46,1747.24,LOSS,-3.22,-3.52,90
APLAPOLLO,2025-10-31,swing,1784.6,2116.04,1729.81,LOSS,-3.07,-3.37,90
APLAPOLLO,2026-01-01,swing,1914.0,2237.4,1862.75,LOSS,-2.68,-2.98,90
APLAPOLLO,2026-02-02,swing,2045.7,2566.65,1964.12,LOSS,-3.99,-4.29,90
AUBANK,2020-01-24,swing,484.85,714.7,463.76,LOSS,-4.35,-4.65,90
AUBANK,2020-02-25,swing,576.72,856.34,543.51,LOSS,-5.76,-6.06,90
AUBANK,2021-02-26,swing,580.45,823.92,543.11,LOSS,-6.43,-6.73,90
AUBANK,2021-03-31,swing,646.22,979.24,594.39,LOSS,-8.02,-8.32,90
AUBANK,2021-08-03,swing,608.81,828.84,577.05,LOSS,-5.22,-5.52,90
AUBANK,2021-11-03,swing,619.48,748.88,578.82,LOSS,-6.56,-6.86,90
AUBANK,2022-04-06,swing,654.15,840.68,618.04,LOSS,-5.52,-5.82,90
AUBANK,2022-05-10,swing,636.42,796.34,597.88,LOSS,-6.06,-6.36,90
AUBANK,2023-06-14,swing,760.65,1067.48,734.42,LOSS,-3.45,-3.75,90
AUBANK,2023-07-14,swing,757.07,931.55,728.93,LOSS,-3.72,-4.02,90
AUBANK,2024-01-17,swing,773.37,937.31,741.6,LOSS,-4.11,-4.41,90
AUBANK,2025-09-30,swing,738.4,804.55,713.05,WIN,8.96,8.66,90
AUBANK,2025-10-31,swing,878.3,1154.3,849.34,OPEN,2.72,2.42,90
AUBANK,2025-12-02,swing,950.5,1334.8,922.61,LOSS,-2.93,-3.23,90
AUBANK,2026-01-01,swing,994.5,1346.25,968.32,LOSS,-2.63,-2.93,90
AUBANK,2026-02-02,swing,982.35,1134.37,941.89,LOSS,-4.12,-4.42,90
AADHARHFC,2025-07-31,swing,507.55,623.72,481.95,LOSS,-5.04,-5.34,90
AADHARHFC,2025-09-02,swing,501.85,603.25,482.28,LOSS,-3.9,-4.2,90
AARTIIND,2020-01-24,swing,425.73,502.09,407.49,WIN,17.94,17.64,90
AARTIIND,2020-02-25,swing,502.66,694.42,471.86,LOSS,-6.13,-6.43,90
AARTIIND,2020-04-30,swing,545.16,861.81,504.16,LOSS,-7.52,-7.82,90
AARTIIND,2020-06-02,swing,483.14,706.77,450.81,LOSS,-6.69,-6.99,90
AARTIIND,2020-07-30,swing,474.69,545.55,455.9,WIN,14.93,14.63,90
AARTIIND,2020-08-28,swing,552.76,740.73,517.49,LOSS,-6.38,-6.68,90
AARTIIND,2020-11-26,swing,551.56,662.3,524.53,WIN,20.08,19.78,90
AARTIIND,2020-12-29,swing,597.32,776.68,568.66,LOSS,-4.8,-5.1,90
AARTIIND,2021-02-26,swing,608.87,686.15,578.56,LOSS,-4.98,-5.28,90
AARTIIND,2021-03-31,swing,659.65,813.09,624.98,WIN,23.26,22.96,90
AARTIIND,2021-05-04,swing,809.72,1150.97,765.23,OPEN,13.06,12.76,90
AARTIIND,2021-06-03,swing,822.7,1139.68,779.19,OPEN,33.09,32.79,90
AARTIIND,2021-07-02,swing,843.0,1111.46,805.54,WIN,31.85,31.55,90
AARTIIND,2021-08-03,swing,934.41,1113.69,898.57,LOSS,-3.84,-4.14,90
AARTIIND,2021-09-02,swing,907.95,1015.71,867.68,WIN,11.87,11.57,90
AARTIIND,2021-10-04,swing,929.85,1070.48,893.44,WIN,15.12,14.82,90
AARTIIND,2022-01-04,swing,1005.29,1164.7,962.59,LOSS,-4.25,-4.55,90
AARTIIND,2022-02-03,swing,998.57,1147.9,946.63,LOSS,-5.2,-5.5,90
AARTIIND,2024-02-19,swing,692.4,952.55,654.97,LOSS,-5.41,-5.71,90
AARTIIND,2024-04-24,swing,737.91,918.74,702.47,LOSS,-4.8,-5.1,90
AARTIIND,2024-06-26,swing,692.35,836.65,661.11,LOSS,-4.51,-4.81,90
AARTIIND,2024-07-26,swing,688.07,825.95,655.29,LOSS,-4.76,-5.06,90
AAVAS,2020-01-24,swing,1999.85,2789.0,1909.79,LOSS,-4.5,-4.8,90
AAVAS,2021-01-28,swing,1853.05,2494.0,1723.75,WIN,34.59,34.29,90
AAVAS,2021-02-26,swing,2253.7,3180.17,2097.71,OPEN,28.7,28.4,90
AAVAS,2021-03-31,swing,2395.95,3408.9,2223.04,LOSS,-7.22,-7.52,90
AAVAS,2021-05-04,swing,2284.45,2795.35,2135.62,WIN,22.36,22.06,90
AAVAS,2021-07-02,swing,2691.45,3471.3,2551.85,LOSS,-5.19,-5.49,90
AAVAS,2021-10-04,swing,2557.25,2846.88,2412.44,LOSS,-5.66,-5.96,90
AAVAS,2021-11-03,swing,2798.45,3429.12,2630.12,LOSS,-6.02,-6.32,90
AAVAS,2021-12-06,swing,2776.9,3334.9,2613.41,LOSS,-5.89,-6.19,90
AAVAS,2022-02-03,swing,3195.8,4352.97,2956.58,LOSS,-7.49,-7.79,90
AAVAS,2024-07-26,swing,1778.2,2157.7,1691.16,LOSS,-4.89,-5.19,90
AAVAS,2024-09-25,swing,1895.2,2294.12,1809.53,LOSS,-4.52,-4.82,90
AAVAS,2025-05-02,swing,1942.9,2340.63,1801.36,LOSS,-7.28,-7.58,90
AAVAS,2025-07-01,swing,2092.5,2654.85,1984.34,LOSS,-5.17,-5.47,90
ABBOTINDIA,2020-02-25,swing,14628.73,19370.12,13904.81,LOSS,-4.95,-5.25,90
ABBOTINDIA,2020-03-26,swing,13058.64,16053.11,11561.41,WIN,22.93,22.63,90
ABBOTINDIA,2020-04-30,swing,16507.98,24068.24,15252.7,LOSS,-7.6,-7.9,90
ABBOTINDIA,2020-06-02,swing,15437.7,20359.66,14645.06,LOSS,-5.13,-5.43,90
ABBOTINDIA,2020-08-28,swing,15657.45,18701.07,15118.39,LOSS,-3.44,-3.74,90
ABBOTINDIA,2020-09-28,swing,15119.85,17357.07,14445.73,LOSS,-4.46,-4.76,90
ABBOTINDIA,2021-08-03,swing,18684.82,24573.31,18113.84,LOSS,-3.06,-3.36,90
ABBOTINDIA,2021-09-02,swing,18947.92,25085.85,18266.13,LOSS,-3.6,-3.9,90
ABBOTINDIA,2021-10-04,swing,20842.3,28011.86,19760.92,LOSS,-5.19,-5.49,90
ABBOTINDIA,2022-12-09,swing,19548.56,23875.92,19000.24,OPEN,10.59,10.29,90
ABBOTINDIA,2023-01-09,swing,21409.68,27516.94,20811.64,LOSS,-2.79,-3.09,90
ABBOTINDIA,2023-04-13,swing,21711.96,25471.91,21079.15,LOSS,-2.91,-3.21,90
ABBOTINDIA,2023-07-14,swing,22430.4,26017.67,21864.78,LOSS,-2.52,-2.82,90
ABBOTINDIA,2023-08-14,swing,23073.53,27625.5,22338.69,LOSS,-3.18,-3.48,90
ABBOTINDIA,2024-01-17,swing,25089.62,30443.67,24318.72,LOSS,-3.07,-3.37,90
ABBOTINDIA,2024-02-19,swing,28718.05,39514.73,27765.04,LOSS,-3.32,-3.62,90
ABBOTINDIA,2024-03-20,swing,27505.59,36163.34,26541.78,LOSS,-3.5,-3.8,90
ABBOTINDIA,2024-08-27,swing,28614.62,33783.62,27506.86,LOSS,-3.87,-4.17,90
ABBOTINDIA,2024-12-27,swing,28204.18,30397.09,27331.59,LOSS,-3.09,-3.39,90
ABBOTINDIA,2025-07-01,swing,35180.03,45098.34,33667.78,LOSS,-4.3,-4.6,90
ABBOTINDIA,2025-07-30,swing,34710.0,42385.73,33424.7,LOSS,-3.7,-4.0,90
ACE,2020-12-29,swing,137.74,242.57,125.4,LOSS,-8.96,-9.26,90
ACE,2021-01-28,swing,131.3,222.46,121.13,OPEN,47.68,47.38,90
ACE,2021-02-26,swing,154.14,205.7,143.16,LOSS,-7.12,-7.42,90
ACE,2021-03-31,swing,153.34,193.24,139.23,LOSS,-9.2,-9.5,90
ACE,2021-06-03,swing,165.28,203.84,153.71,WIN,23.33,23.03,90
ACE,2021-07-02,swing,220.9,342.9,202.5,LOSS,-8.33,-8.63,90
ACE,2021-08-03,swing,253.1,422.12,233.04,LOSS,-7.93,-8.23,90
ACE,2021-09-02,swing,238.69,324.06,218.38,LOSS,-8.51,-8.81,90
ACE,2021-10-04,swing,257.16,353.81,236.22,LOSS,-8.14,-8.44,90
ACE,2022-10-10,swing,288.16,394.99,270.69,LOSS,-6.06,-6.36,90
ACE,2022-11-10,swing,322.78,466.96,301.5,LOSS,-6.59,-6.89,90
ACE,2022-12-09,swing,338.41,446.02,318.65,LOSS,-5.84,-6.14,90
ACE,2023-02-08,swing,359.75,498.03,337.66,WIN,38.44,38.14,90
ACE,2023-03-10,swing,375.57,537.58,353.3,WIN,43.14,42.84,90
ACE,2023-04-13,swing,403.88,542.98,380.49,WIN,34.44,34.14,90
ACE,2023-05-16,swing,454.77,623.06,433.73,WIN,37.01,36.71,90
ACE,2023-06-14,swing,488.11,681.39,466.79,LOSS,-4.37,-4.67,90
ACE,2023-07-14,swing,596.91,884.82,556.66,WIN,48.23,47.93,90
ACE,2023-08-14,swing,757.71,1215.99,708.16,LOSS,-6.54,-6.84,90
ACE,2023-11-16,swing,866.58,1164.94,808.28,LOSS,-6.73,-7.03,90
ACE,2023-12-18,swing,850.73,1125.34,804.1,LOSS,-5.48,-5.78,90
ACE,2024-01-17,swing,876.69,1141.28,829.78,WIN,30.18,29.88,90
ACE,2024-02-19,swing,1170.39,1732.38,1089.85,LOSS,-6.88,-7.18,90
ACE,2024-03-20,swing,1276.35,1956.47,1123.91,LOSS,-11.94,-12.24,90
ACE,2024-04-24,swing,1501.96,2449.51,1375.35,LOSS,-8.43,-8.73,90
ACE,2024-05-27,swing,1446.32,2004.04,1325.91,LOSS,-8.33,-8.63,90
ACE,2024-06-26,swing,1489.36,1826.35,1380.61,LOSS,-7.3,-7.6,90
ACUTAAS,2023-07-06,swing,633.3,888.5,605.36,LOSS,-4.41,-4.71,90
ACUTAAS,2023-09-05,swing,663.44,821.62,626.53,LOSS,-5.56,-5.86,90
ACUTAAS,2024-07-18,swing,671.76,860.77,630.5,LOSS,-6.14,-6.44,90
ACUTAAS,2024-09-17,swing,769.29,1010.78,727.56,LOSS,-5.42,-5.72,90
ACUTAAS,2024-10-17,swing,818.64,1134.15,768.76,LOSS,-6.09,-6.39,90
ACUTAAS,2024-11-18,swing,1009.95,1561.16,928.91,LOSS,-8.02,-8.32,90
ACUTAAS,2024-12-18,swing,1024.63,1455.63,952.34,LOSS,-7.06,-7.36,90
ACUTAAS,2025-02-14,swing,1148.21,1460.56,1042.31,LOSS,-9.22,-9.52,90
ACUTAAS,2025-05-23,swing,1187.39,1370.58,1103.04,LOSS,-7.1,-7.4,90
ACUTAAS,2025-07-22,swing,1190.39,1348.03,1132.74,LOSS,-4.84,-5.14,90
ACUTAAS,2025-08-21,swing,1397.48,1865.75,1324.09,LOSS,-5.25,-5.55,90
ACUTAAS,2025-09-22,swing,1458.1,2003.22,1393.05,LOSS,-4.46,-4.76,90
ACUTAAS,2025-10-23,swing,1788.6,2751.1,1688.36,LOSS,-5.6,-5.9,90
ACUTAAS,2025-11-24,swing,1701.8,2277.8,1612.73,LOSS,-5.23,-5.53,90
ACUTAAS,2026-02-23,swing,2106.5,2862.5,1995.78,LOSS,-5.26,-5.56,90
ADANIENSOL,2020-01-24,swing,332.9,437.22,315.03,LOSS,-5.37,-5.67,90
ADANIENSOL,2020-12-29,swing,433.65,713.32,403.07,LOSS,-7.05,-7.35,90
ADANIENSOL,2021-01-28,swing,464.05,729.32,431.83,WIN,57.16,56.86,90
ADANIENSOL,2021-02-26,swing,739.6,1255.37,671.76,WIN,69.74,69.44,90
ADANIENSOL,2021-03-31,swing,877.55,1584.72,799.91,WIN,80.58,80.28,90
ADANIENSOL,2021-05-04,swing,1066.0,1927.97,988.27,LOSS,-7.29,-7.59,90
ADANIENSOL,2021-06-03,swing,1558.25,2796.05,1458.63,LOSS,-6.39,-6.69,90
ADANIENSOL,2021-09-02,swing,1659.6,2808.82,1563.82,LOSS,-5.77,-6.07,90
ADANIENSOL,2021-10-04,swing,1577.85,2604.45,1452.05,OPEN,27.77,27.47,90
ADANIENSOL,2021-11-03,swing,1758.3,2975.7,1626.07,OPEN,26.12,25.82,90
ADANIENSOL,2021-12-06,swing,1868.3,2374.85,1717.66,LOSS,-8.06,-8.36,90
ADANIENSOL,2022-02-03,swing,2016.0,2514.9,1868.39,LOSS,-7.32,-7.62,90
ADANIENSOL,2022-03-07,swing,2323.2,3282.9,2152.66,LOSS,-7.34,-7.64,90
ADANIENSOL,2022-04-06,swing,2443.85,3445.63,2281.49,LOSS,-6.64,-6.94,90
ADANIENSOL,2022-05-10,swing,2703.45,3914.77,2468.99,LOSS,-8.67,-8.97,90
ADANIENSOL,2022-07-07,swing,2511.65,3345.05,2317.67,WIN,33.18,32.88,90
ADANIENSOL,2022-08-05,swing,3530.45,5892.05,3344.38,LOSS,-5.27,-5.57,90
ADANIENSOL,2022-09-08,swing,3893.1,6683.85,3663.37,LOSS,-5.9,-6.2,90
ADANIENSOL,2024-05-27,swing,1106.7,1344.82,1050.8,LOSS,-5.05,-5.35,90
ADANIENSOL,2025-10-31,swing,965.65,1280.2,928.57,LOSS,-3.84,-4.14,90
ADANIENSOL,2025-12-02,swing,999.1,1363.82,961.6,LOSS,-3.75,-4.05,90
ADANIENSOL,2026-01-01,swing,1027.35,1197.37,991.06,LOSS,-3.53,-3.83,90
ADANIENT,2020-01-24,swing,227.33,277.6,217.02,LOSS,-4.54,-4.84,90
ADANIENT,2020-02-25,swing,244.8,315.65,233.0,LOSS,-4.82,-5.12,90
ADANIENT,2020-11-26,swing,398.1,590.75,375.04,WIN,48.39,48.09,90
ADANIENT,2020-12-29,swing,489.44,764.43,458.67,LOSS,-6.29,-6.59,90
